username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2017-11-05 00:58;0;0;"# balancetonporc hihi pic.twitter.com/w3Gitu6UuB";;;#;"926961854316011520";https://twitter.com/birdysandra/status/926961854316011520
;2017-11-05 00:56;6;18;""Le # balancetonporc a clairement des vertues mais attention aux dérives, au lynchage médiatique" @ GeoffroyDidier # ONPC";;@;# #;"926961257760153600";https://twitter.com/ONPCofficiel/status/926961257760153600
;2017-11-05 00:55;3;2;". @ GeoffroyDidier « Le # balancetonporc a de grandes vertues, mais attention aux dérives » # ONPC";;@;# #;"926961232636268545";https://twitter.com/JGraindepice/status/926961232636268545
;2017-11-05 00:53;0;1;""We have to get tougher." From # metoo to # balancetonporc https://youtu.be/lunN-cg8mVE";;;# #;"926960618267058177";https://twitter.com/cmills10/status/926960618267058177
;2017-11-05 00:49;0;0;"On est pas loin de l'agression sexuelle sur mineur la. Mais c'est bon y'a prescription. # balancetonporc dans ma face.";;;#;"926959533431369728";https://twitter.com/KRoazhon/status/926959533431369728
;2017-11-05 00:44;0;1;"# BalanceTonPorc is French women’s hashtag, meaning # CallThePigOut or, literally, # OutYourPig # ViveLesFrançaiseshttps://twitter.com/npr/status/926565146750697473 …";;;# # # #;"926958394094882816";https://twitter.com/Twinkling_27/status/926958394094882816
;2017-11-05 00:42;2;15;"J'viens de regarder une vidéo sur le harcèlement de rue et les # balancetonporc et bizarrement vient de me revenir un souvenir inverse...";;;#;"926957843168874497";https://twitter.com/Parentillages/status/926957843168874497
;2017-11-05 00:36;0;1;"# balancetonporc einmal wörtlich nehmen... https://twitter.com/PSG_Origine/status/926918846363127809 …";;;#;"926956225291485184";https://twitter.com/Yannick_EU/status/926956225291485184
;2017-11-05 00:31;0;0;"Ben c'est comme pour toi... @ StraussKhan # balancetonporc";;@;#;"926954999338491905";https://twitter.com/ConsciencEarth/status/926954999338491905
;2017-11-05 00:27;0;1;"# balancetonporc... pic.twitter.com/q19WY8It6D";;;#;"926954104378839041";https://twitter.com/alain_passemard/status/926954104378839041
;2017-11-05 00:27;0;3;"Sérieusement ?! Et ça ne choque personne sur le plateau ? # ONPC # balancetonporc là un peu..";;;# #;"926954061794086912";https://twitter.com/petitetoilebotw/status/926954061794086912
;2017-11-05 00:15;0;0;"# BalanceTonPorc @ realDonaldTrumphttps://twitter.com/thinkprogress/status/926947178937049088 …";;@;#;"926951119867334656";https://twitter.com/ABDDATA/status/926951119867334656
;2017-11-05 00:14;0;0;"# BalanceTonPorc # CallOutPigs “some Neighbor” “William” “Ron” “Darryl” “Chris” “David” “Jim C” “acquaintances” “Kitty” “strangers”https://twitter.com/npr/status/926947416888266752 …";;;# #;"926950697882542082";https://twitter.com/ABDDATA/status/926950697882542082
;2017-11-05 00:12;0;0;"# BalanceTonPorc http://www.npr.org/sections/parallels/2017/11/03/561677686/instead-of-metoo-french-women-say-out-your-pig?utm_source=twitter.com&utm_medium=social&utm_campaign=npr&utm_term=nprnews&utm_content=202804 …";;;#;"926950189893636096";https://twitter.com/QuilterKirk/status/926950189893636096
;2017-11-05 00:10;0;2;"Ce type # DSK # balancetonporc ramène encore sa science. Pas honte non ? retournes faire un tour en taule à New York et fermes la ....";;;# #;"926949743690960896";https://twitter.com/dardennestephan/status/926949743690960896
;2017-11-05 00:08;0;0;"Dieudonné : L'affaire Tariq Ramadan // # balancetonporc https://youtu.be/iaRWFsotSFM via @ YouTube";;@;#;"926949384767590400";https://twitter.com/aux_frontieres/status/926949384767590400
;2017-11-05 00:08;0;0;"Dieudonné : L'affaire Tariq Ramadan // # balancetonporc http://fb.me/93mmCeXoI";;;#;"926949384247488512";https://twitter.com/aux_frontieres/status/926949384247488512
;2017-11-05 00:03;0;0;"Décidément ca arrête plus les accusations.. dans le # showBizz # balancetonporc # actu # usa ou # balanceTonPig plutôt..https://www.letemps.ch/societe/2017/11/04/kevin-spacey-ecarte-serie-house-of-cards …";;;# # # # #;"926948036911222786";https://twitter.com/dijesss/status/926948036911222786
;2017-11-05 00:01;2;11;"I wonder if now's the time the world will take seriously Amber Heard's account of Johnny Depp and their marriage... # BalanceTonPorc";;;#;"926947656517279744";https://twitter.com/DragonWench1/status/926947656517279744
;2017-11-04 23:59;0;2;"# BalanceTonPorc pic.twitter.com/77Hwi2uiVw";;;#;"926947018030964736";https://twitter.com/NeolytikM/status/926947018030964736
;2017-11-04 23:57;1;1;"Pas assez de temps pour donner son avis sur # balancetonporc https://twitter.com/horen_frederic/status/926912916443615232 …";;;#;"926946622730358786";https://twitter.com/OsmoseTerrils/status/926946622730358786
;2017-11-04 23:56;0;1;"Mohammed 54a/Aicha 9à # balancetonporc";;;#;"926946332559970304";https://twitter.com/Croise_49/status/926946332559970304
;2017-11-04 23:53;0;0;"# MeToo shows how many are affected by sexual abuse. # BalanceTonPorc shows that it’s men who are doing it. https://twitter.com/npr/status/926565146750697473 …";;;# #;"926945532571815936";https://twitter.com/LAbirdsong/status/926945532571815936
;2017-11-04 23:51;3;14;"Un jour, @ BryansVoyeux m’a pincé les fesses dans la rue en me demandant ce que je faisais le soir même # balancetonporc";;@;#;"926945061220376578";https://twitter.com/abelbst/status/926945061220376578
;2017-11-04 23:51;0;1;"# balancetonporc";;;#;"926945059819413505";https://twitter.com/MrGGael/status/926945059819413505
;2017-11-04 23:51;41;43;"# ONPC # boutin # balancetonporc Alors là...les associations féministes et anti-sexistes vont protester grave ! Ça va barder ! pic.twitter.com/gLwfMgn4z7";;;# # #;"926945022318084098";https://twitter.com/tropical_boy/status/926945022318084098
;2017-11-04 23:51;0;1;"@ Mael_GTR Venez en aide, Mael se fait actuellement harceler par un jeu qui tourne mal # balancetonporc";;@;#;"926944902373658624";https://twitter.com/Idreams27/status/926944902373658624
;2017-11-04 23:50;1;0;"Saint Étienne demain # OLASSE # Balancetonporc";;;# #;"926944767367434241";https://twitter.com/Mael_GTR/status/926944767367434241
;2017-11-04 23:49;0;0;"# CharlieHebdo # Charlie # TarikRamadan # TariqRamadan # balancetonporc pic.twitter.com/kN5T9G6F4Y";;;# # # # #;"926944642922418176";https://twitter.com/gabsolu/status/926944642922418176
;2017-11-04 23:49;1;1;""Bientôt le # balancetonmouton la version halal de # balancetonporc pour Tareq Ramadan" Laurent Ruquier Ptdrr";;;# #;"926944626895998976";https://twitter.com/flemgloux/status/926944626895998976
;2017-11-04 23:48;0;0;"Ailleurs les femmes sont mineures, c'est pourquoi on les baises sans retenues, avec quelques soubresauts du genre # balancetonporc";;;#;"926944280492609536";https://twitter.com/ckimoa/status/926944280492609536
;2017-11-04 23:48;0;1;"# MeToo # BalanceTonPorc # HarcèlementMoral # HarcèlementSexuel : la parole se libère, les femmes et les hommes aussi. # Çasuffit!";;;# # # # #;"926944277418127360";https://twitter.com/OlivierJorba/status/926944277418127360
;2017-11-04 23:48;3;2;"Au Front national, des femmes menacées, une direction sourde # balancetonporc # Balancetatruiehttp://www.lemonde.fr/politique/article/2017/11/04/au-front-national-des-femmes-menacees-une-direction-sourde_5210051_823448.html …";;;# #;"926944193905381376";https://twitter.com/oni_apt_/status/926944193905381376
;2017-11-04 23:45;0;0;"Arrivent # balancetonporc & accusation de viol. Le féminisme 2.0 découvre H Ayari. Verdict : "Musulman antisémite, arrête avec tes complots".";;;#;"926943631658897409";https://twitter.com/imran273jr/status/926943631658897409
;2017-11-04 23:44;0;1;"# ONPC Les dessins d'humour sur # balancetonporc ...très bon.";;;# #;"926943356369932288";https://twitter.com/ROUHAULT/status/926943356369932288
;2017-11-04 23:44;0;2;"Il est si sympa qu'vous n'en reviendrait pas, votre ami Piti le panda # NMA2017 # Balancetonporc # PandaDuHarcelementSexuelpic.twitter.com/mUDlTaTeUf";;;# # #;"926943141026041857";https://twitter.com/TsarCanigou/status/926943141026041857
;2017-11-04 23:41;0;0;"J'aime une vidéo @ YouTube : "Dieudonné : L'affaire Tariq Ramadan // # balancetonporc" à l'adresse http://youtu.be/iaRWFsotSFM?a .";;@;#;"926942572341276672";https://twitter.com/billimadridista/status/926942572341276672
;2017-11-04 23:40;0;1;"Ah.... du # balancetonporc patriote et pur francais, enfin http://www.lemonde.fr/politique/article/2017/11/04/au-front-national-des-femmes-menacees-une-direction-sourde_5210051_823448.html …";;;#;"926942229100486656";https://twitter.com/ViGa75/status/926942229100486656
;2017-11-04 23:37;0;3;"Ça fait quand même assez "bécasse qui surfe sur une tendance" votre vidéo # balancetonporc...";;;#;"926941594846187521";https://twitter.com/justeunrenegat/status/926941594846187521
;2017-11-04 23:36;0;1;"# balancetonporc pic.twitter.com/Sb397uhHyy";;;#;"926941350817353730";https://twitter.com/Bnjmn_Rvd/status/926941350817353730
;2017-11-04 23:34;1;0;"Askip Brice il nous a balance sur le hashtag # BalanceTonPorc";;;#;"926940792035401734";https://twitter.com/Mounir_Maroc93/status/926940792035401734
;2017-11-04 23:34;0;0;"https://youtu.be/ythzoQih-XU # BalancetonPorc ahaha";;;#;"926940659122139136";https://twitter.com/Lucaswers/status/926940659122139136
;2017-11-04 23:32;0;0;"# balancetonporc";;;#;"926940354665787393";https://twitter.com/SzymekButelski/status/926940354665787393
;2017-11-04 23:32;0;1;"quel gros enculé. # balancetonporc";;;#;"926940221010214912";https://twitter.com/Mass_Critic/status/926940221010214912
;2017-11-04 23:30;1;1;"# BalanceTonRaciste voilà comment on passe de victime à agresseur avec # Balancetonporc...https://twitter.com/mariesinfiltre/status/926131832013324289 …";;;# #;"926939839366385664";https://twitter.com/Balancetonracis/status/926939839366385664
;2017-11-04 23:30;0;0;"# balancetonporc (c evidemment un de mes hymnes peripheriques)";;;#;"926939683057258496";https://twitter.com/Gato_Montesss/status/926939683057258496
;2017-11-04 23:29;0;0;"# BalanceTonPorc pic.twitter.com/hZ0mHgcqJ4";;;#;"926939461660958727";https://twitter.com/BeFawziya/status/926939461660958727
;2017-11-04 23:28;0;0;"# BalanceTonPorc.... D'Amsterdam! : http://youtu.be/DC88P0Dr_Ss?a via @ YouTube";;@;#;"926939283432333313";https://twitter.com/WillyTweete/status/926939283432333313
;2017-11-04 23:21;0;3;"# BalanceTonPorc # SuperMarioOdyssey # NintendoSwitchpic.twitter.com/J3YZgeHK0C";;;# # #;"926937455248285696";https://twitter.com/SteamTanuki/status/926937455248285696
;2017-11-04 23:20;87;41;"# PierreBergé # BalanceTonPorc "En # France on ne parle pas de votre livre" "C l'un des pays les plus dictatorial au niveau du journalisme"pic.twitter.com/BmMX1psRYR";;;# # #;"926937192366333952";https://twitter.com/DubiefMarc/status/926937192366333952
;2017-11-04 23:20;0;0;"# BalanceTonPorc ferait-il des dégâts collatéraux au pays des gaulois ? La question est légitimée... https://www.facebook.com/le.ceou/posts/1936820813000504 …";;;#;"926937157364846592";https://twitter.com/JeanRoussie/status/926937157364846592
;2017-11-04 23:19;13;24;"Quand tu vas naïvement dormir chez ton pote et quil profite de ton sommeil pour te toucher sans jamais assumer ses acte # BalanceTonPorc";;;#;"926936864514363394";https://twitter.com/ienslig/status/926936864514363394
